id,customer_id,location_id,product_id,employee_id,date,quantity
83,337,6,62,80,2019-07-02,1
84,169,6,68,75,2020-03-19,2
85,635,9,66,77,2019-10-06,4
86,262,13,67,74,2019-08-24,4
87,124,7,61,78,2019-09-25,3
88,287,6,62,67,2020-02-11,3
89,466,11,57,74,2019-09-12,1
90,107,11,22,72,2020-02-19,2
91,431,5,61,48,2019-10-02,3
92,190,6,56,69,2019-10-07,3
93,314,8,62,46,2020-01-02,6
94,178,8,76,70,2019-08-25,2
95,296,4,70,61,2020-02-10,5
96,78,7,19,75,2019-08-21,3
97,298,9,57,63,2019-11-26,4
98,304,11,63,54,2019-06-01,2
99,433,13,41,74,2020-04-07,2
100,276,8,73,49,2020-02-09,3
101,304,9,27,65,2019-12-03,1
102,454,12,28,63,2020-02-20,2
103,34,9,80,54,2020-04-21,1
104,282,7,28,50,2019-08-07,4
105,344,11,74,54,2020-02-18,4
106,175,5,63,77,2019-07-08,5
107,385,6,63,69,2019-12-25,1
108,67,9,57,65,2019-09-12,6
109,239,7,64,66,2019-08-14,4
110,196,8,65,70,2019-08-27,3
111,568,10,58,76,2019-07-22,2
112,170,11,43,65,2019-06-12,3
113,280,3,68,46,2019-10-05,2
114,310,12,72,77,2019-06-26,5
115,167,8,70,61,2020-03-21,3
116,276,12,65,78,2019-10-20,4
117,546,6,59,70,2020-01-12,4
118,631,9,70,69,2020-04-28,1
119,264,5,58,52,2019-05-22,4
120,414,7,65,69,2019-08-14,4
121,285,8,63,74,2020-03-27,3
122,357,6,70,73,2020-04-04,3
123,172,11,57,58,2019-07-05,1
124,238,7,71,67,2019-07-16,2
125,310,3,69,77,2020-01-17,4
126,200,13,56,80,2020-02-02,2
127,414,9,63,59,2019-05-21,5
128,129,10,57,74,2020-02-24,4
129,256,10,74,51,2019-07-08,3
130,326,7,67,45,2019-09-28,1
131,459,12,74,78,2019-07-29,1
132,203,7,75,63,2019-10-23,4
133,314,9,61,79,2020-03-23,4
134,116,7,66,58,2019-06-14,2
135,429,7,61,77,2020-02-04,3
136,477,5,62,70,2019-12-28,5
137,278,8,55,52,2019-11-15,5
138,154,12,69,61,2020-01-13,6
139,426,7,48,77,2019-09-28,3
140,182,14,64,49,2020-04-09,3
141,359,12,71,78,2019-09-04,1
142,224,13,67,80,2019-06-02,3
143,276,12,61,77,2019-12-05,1
144,197,7,65,70,2019-05-02,3
145,377,11,69,73,2020-04-15,2
146,275,7,74,77,2019-08-31,4
147,266,10,58,77,2020-04-10,4
148,439,11,71,68,2019-05-04,1
149,116,6,56,77,2019-09-23,2
150,645,10,41,68,2019-11-29,2
151,403,8,72,45,2020-02-13,2
152,320,11,62,80,2019-06-19,4
153,460,9,66,69,2019-11-17,2
154,262,9,69,73,2019-07-03,2
155,297,5,63,80,2020-04-12,2
156,225,8,63,73,2020-03-31,1
157,511,7,29,69,2020-01-27,4
158,284,8,3,62,2019-08-06,2
159,482,8,2,60,2020-01-30,2
160,268,10,60,62,2020-02-18,3
161,558,7,56,68,2019-10-08,2
162,148,12,32,62,2020-01-10,3
163,130,5,55,53,2019-05-11,3
164,411,10,41,62,2019-07-27,6
165,58,9,67,50,2019-08-21,4
166,508,8,64,77,2019-11-30,4
167,302,3,69,72,2020-01-18,2
168,461,12,67,79,2019-08-07,4
169,156,10,39,60,2020-01-14,4
170,535,6,64,67,2019-08-11,1
171,114,6,27,78,2020-01-01,1
172,213,7,33,56,2020-03-13,2
173,136,8,71,58,2020-03-15,2
174,482,9,67,80,2020-02-23,1
175,64,9,69,70,2019-10-31,5
176,277,5,48,77,2019-12-17,5
177,272,8,67,62,2019-08-15,1
178,221,9,7,77,2020-02-09,3
179,519,8,65,45,2020-02-16,5
180,481,10,56,72,2019-05-06,1
181,241,8,58,68,2019-08-28,3
182,318,13,6,60,2019-08-01,2
183,148,9,67,64,2019-11-20,1
184,546,12,23,53,2019-09-04,2
185,403,6,59,50,2019-07-12,1
186,442,11,4,68,2019-05-07,3
187,227,8,66,52,2019-12-05,4
188,276,11,58,72,2019-12-12,4
189,243,11,60,70,2019-11-08,1
190,271,7,54,68,2019-07-13,3
191,526,9,69,47,2020-02-25,1
192,155,10,56,76,2019-12-28,2
193,216,8,6,66,2019-09-27,3
194,159,3,57,57,2019-10-26,3
195,598,6,71,64,2019-08-04,3
196,492,10,70,77,2019-05-30,2
197,86,11,65,58,2019-10-05,4
198,536,8,70,72,2019-06-14,3
199,391,7,62,77,2019-07-04,3
200,47,11,65,69,2019-10-15,3
201,346,6,59,79,2020-03-16,1
202,500,10,77,54,2020-01-26,4
203,230,6,66,58,2020-02-16,4
204,267,7,58,69,2019-09-18,4
205,97,5,65,69,2019-08-06,2
206,313,5,69,67,2019-11-05,5
207,458,9,69,77,2020-01-09,3
208,332,5,65,79,2019-10-09,2
209,394,10,57,71,2019-07-15,6
210,312,12,56,60,2019-07-14,7
211,458,7,63,63,2020-03-14,7
212,474,9,65,69,2019-07-21,3
213,388,7,26,73,2019-10-30,2
214,202,4,28,65,2019-10-05,4
215,357,12,64,46,2019-12-13,2
216,530,5,56,74,2020-01-02,2
217,387,10,59,67,2019-11-28,2
218,107,6,64,65,2019-05-19,3
219,211,4,57,74,2019-11-14,6
220,88,9,59,61,2019-08-18,5
221,374,8,10,71,2020-01-29,3
222,412,5,63,64,2019-12-07,4
223,553,10,66,76,2019-11-02,2
224,525,7,62,79,2020-03-12,1
225,76,9,69,67,2020-03-15,5
226,12,11,57,73,2019-06-27,3
227,359,11,64,62,2019-07-16,3
228,220,7,55,71,2019-11-19,2
229,358,6,65,60,2019-12-04,3
230,182,10,66,74,2019-08-08,1
231,309,12,56,78,2019-11-12,4
232,301,12,66,63,2019-09-29,1
233,296,10,63,76,2020-01-17,3
234,196,10,1,47,2019-08-28,2
235,414,10,75,61,2019-05-14,4
236,350,5,67,78,2019-08-08,7
237,620,12,65,71,2019-09-02,7
238,510,8,68,74,2019-05-22,1
239,166,13,70,77,2019-10-29,5
240,55,7,62,78,2019-06-18,5
241,303,13,28,76,2019-10-17,2
242,136,9,20,48,2020-04-16,2
243,307,8,74,62,2019-11-14,4
244,547,8,48,47,2019-09-27,1
245,328,10,56,46,2020-02-22,1
246,110,6,59,66,2019-05-11,1
247,473,11,38,72,2019-06-26,2
248,217,10,43,45,2020-04-08,2
249,204,4,68,47,2020-01-20,5
250,320,10,65,73,2019-06-19,3
251,324,8,73,77,2019-09-24,2
252,191,7,64,79,2019-11-01,4
253,497,11,63,73,2020-04-15,3
254,299,4,51,71,2019-11-24,2
255,278,8,64,45,2019-12-05,1
256,233,5,63,78,2019-08-26,2
257,215,4,60,71,2019-05-19,3
258,231,5,62,69,2019-06-02,3
259,555,6,54,70,2019-10-21,4
260,443,10,49,51,2020-04-10,3
261,330,13,57,63,2019-10-31,2
262,427,12,62,67,2020-04-29,2
263,588,11,69,68,2019-11-03,2
264,157,12,60,80,2019-11-08,3
265,481,10,65,67,2019-12-29,7
266,361,4,59,48,2020-02-10,8
267,403,12,66,66,2020-01-29,3
268,355,7,68,73,2019-07-13,5
269,594,14,69,59,2020-03-09,2
270,343,9,72,79,2020-02-10,2
271,382,10,62,60,2019-06-18,2
272,352,9,23,71,2019-06-23,2
273,488,10,76,63,2019-05-01,3
274,162,6,55,48,2019-05-22,2
275,89,7,42,63,2019-08-31,5
276,403,4,69,57,2019-09-04,4
277,227,8,57,80,2019-09-14,4
278,411,5,70,67,2019-06-03,3
279,587,8,64,79,2019-08-15,3
280,117,10,66,72,2019-11-14,6
281,142,9,37,73,2019-12-05,1
282,253,5,63,57,2019-12-16,3
283,470,9,59,74,2019-06-01,1
284,381,7,59,53,2019-05-20,3
285,402,12,49,71,2020-03-19,4
286,499,6,69,59,2019-05-06,1
287,206,10,5,76,2019-10-12,1
288,311,8,12,52,2019-08-03,4
289,55,10,65,58,2019-10-13,5
290,161,14,70,73,2019-05-24,3
291,307,4,58,79,2020-04-14,3
292,260,9,57,69,2019-11-13,2
293,333,8,72,64,2020-04-18,3
294,319,8,18,73,2019-08-15,9
295,12,12,61,58,2020-01-22,2
296,511,6,70,73,2019-09-16,2
297,291,8,64,80,2019-12-06,3
298,165,12,57,71,2020-02-01,3
299,130,6,57,66,2019-10-28,3
300,338,6,71,70,2019-06-24,1
301,405,3,76,59,2019-09-07,3
302,551,10,71,59,2019-12-24,1
303,342,8,65,78,2020-03-14,2
304,286,3,67,73,2019-07-02,2
305,459,8,62,79,2020-02-03,1
306,538,6,8,73,2020-02-26,2
307,328,9,66,58,2020-03-27,5
308,339,4,58,72,2019-08-30,4
309,44,10,63,63,2019-06-26,5
310,515,4,58,70,2019-12-23,4
311,276,4,71,66,2019-05-20,2
312,420,5,66,77,2019-08-26,2
313,279,7,63,75,2020-03-25,4
314,277,8,62,61,2020-02-03,3
315,604,6,67,70,2020-03-27,2
316,241,12,28,76,2019-11-18,4
317,234,13,73,51,2020-03-22,4
318,634,8,72,76,2019-05-03,5
319,523,9,32,77,2019-08-15,6
320,395,4,27,55,2020-01-12,8
321,184,10,70,52,2019-06-12,2
322,35,12,57,75,2019-12-08,4
323,492,10,64,68,2020-04-23,5
324,608,8,71,55,2020-04-17,3
325,158,9,68,77,2019-06-01,4
326,474,8,78,79,2019-10-23,3
327,362,7,64,79,2019-08-23,5
328,518,10,56,73,2019-05-16,1
329,349,10,42,63,2020-01-28,2
330,521,7,29,53,2020-04-21,1
331,294,6,69,52,2019-07-02,2
332,9,7,64,79,2019-06-20,3
333,583,10,47,73,2019-06-23,2
334,437,8,65,45,2020-01-16,3
335,273,6,57,49,2019-09-11,3
336,229,9,67,66,2020-04-05,1
337,455,6,13,80,2020-02-03,1
338,330,11,66,62,2019-08-16,2
339,593,10,71,71,2020-04-18,3
340,198,7,67,48,2019-09-14,3
341,373,7,63,80,2020-04-07,1
342,370,11,9,73,2020-01-26,5
343,44,10,68,59,2020-02-28,1
344,103,10,50,63,2020-03-10,3
345,478,9,70,63,2020-01-18,2
346,218,10,67,80,2019-07-10,2
347,564,12,60,59,2019-12-08,3
348,479,7,72,65,2020-02-16,6
349,332,6,80,80,2019-06-12,4
350,201,10,52,53,2020-02-10,3
351,353,7,74,57,2020-02-29,1
352,338,6,58,64,2020-04-07,1
353,503,12,68,71,2019-06-28,1
354,8,9,68,75,2020-01-07,1
355,253,4,69,79,2019-08-25,1
356,398,8,56,76,2019-07-30,1
357,403,11,58,66,2019-08-03,2
358,371,4,4,70,2019-09-15,2
359,214,10,60,50,2019-12-31,3
360,284,10,59,67,2020-02-21,1
361,434,6,57,72,2020-02-10,3
362,126,14,14,66,2019-08-04,2
363,162,10,64,49,2020-01-27,3
364,361,11,68,69,2019-10-11,1
365,457,13,61,76,2019-06-07,5
366,555,11,79,68,2020-03-24,1
367,66,7,67,61,2020-01-08,1
368,438,9,62,76,2020-03-14,1
369,172,9,59,69,2019-06-14,1
370,96,5,65,65,2019-05-18,3
371,445,10,58,73,2020-04-06,3
372,15,6,63,69,2019-06-08,2
373,171,8,70,76,2019-09-20,1
374,556,12,59,78,2019-05-18,5
375,42,12,57,68,2019-07-17,1
376,361,6,29,62,2019-07-15,2
377,511,5,71,46,2019-10-22,5
378,242,8,8,79,2020-04-07,3
379,335,5,62,62,2020-02-04,2
380,85,8,55,76,2019-06-27,1
381,9,8,64,47,2020-03-23,3
382,231,5,72,76,2019-05-05,2
383,162,9,67,77,2020-02-15,4
384,157,8,72,65,2019-07-27,1
385,513,8,74,62,2019-06-16,2
386,162,7,61,75,2019-11-07,6
387,309,7,61,68,2019-10-30,4
388,44,6,17,68,2020-01-01,4
389,601,12,48,62,2020-01-11,1
390,204,8,60,49,2019-08-21,2
391,250,12,73,72,2020-02-09,3
392,260,8,70,79,2019-10-19,5
393,100,6,65,76,2020-02-27,3
394,269,14,74,56,2020-03-24,3
395,419,12,69,78,2019-10-14,5
396,427,4,70,78,2019-10-30,3
397,278,9,35,78,2019-12-18,2
398,220,7,71,45,2019-05-25,4
399,355,14,55,80,2020-03-14,1
400,306,7,50,59,2019-12-19,5
401,368,12,59,63,2020-03-04,1
402,164,5,67,72,2019-10-30,1
403,408,10,71,77,2019-06-09,3
404,303,12,56,79,2019-11-30,5
405,494,11,69,65,2019-05-16,3
406,182,9,36,78,2020-04-11,3
407,168,7,63,44,2019-07-29,3
408,268,6,66,79,2020-01-08,2
409,192,7,72,74,2020-02-27,4
410,329,10,64,80,2020-01-11,3
411,166,13,36,75,2019-11-03,1
412,126,10,63,58,2020-02-05,6
413,409,9,64,70,2019-08-14,1
414,510,4,63,73,2020-03-18,3
415,476,5,66,69,2020-03-18,4
416,94,12,60,75,2020-04-12,2
417,247,6,60,64,2019-12-08,3
418,313,11,70,70,2019-10-24,1
419,440,5,61,80,2019-07-03,1
420,474,4,63,64,2019-06-24,2
421,454,13,65,71,2020-02-26,3
422,589,9,59,73,2020-01-23,3
423,271,9,10,68,2020-02-17,5
424,378,11,7,48,2020-01-07,5
425,203,11,65,49,2020-03-17,1
426,245,5,72,75,2019-07-08,6
427,205,9,55,75,2019-11-17,4
428,324,11,79,61,2019-09-15,3
429,390,9,73,52,2019-12-05,1
430,82,11,24,78,2019-12-02,5
431,406,8,64,46,2020-02-04,4
432,25,10,79,72,2019-08-21,8
433,225,8,68,80,2019-10-30,6
434,596,10,12,73,2019-10-07,3
435,474,11,56,53,2019-09-26,4
436,354,9,70,60,2020-04-12,8
437,604,6,69,80,2019-05-15,2
438,391,7,68,80,2020-03-05,1
439,499,7,48,73,2019-07-06,7
440,102,8,61,53,2019-08-06,3
441,241,8,68,75,2019-11-21,1
442,435,12,61,51,2019-09-07,1
443,202,2,58,72,2019-09-25,3
444,181,8,59,66,2019-08-30,4
445,517,9,62,55,2020-03-23,2
446,440,8,61,73,2019-12-09,2
447,572,9,68,76,2019-05-02,1
448,192,12,75,79,2020-01-31,2
449,356,8,62,80,2020-01-26,4
450,616,10,36,73,2019-10-14,1
451,369,9,69,49,2020-03-31,1
452,304,5,72,78,2019-07-21,3
453,491,9,42,76,2019-11-24,3
454,61,9,57,58,2019-07-07,1
455,332,6,60,62,2019-07-01,2
456,378,9,5,71,2019-08-02,1
457,392,9,42,58,2019-09-03,7
458,508,6,80,51,2019-12-07,2
459,271,12,63,53,2020-03-31,6
460,563,11,58,59,2019-12-15,4
461,19,4,68,70,2019-05-03,5
462,70,13,58,66,2019-11-03,2
463,339,11,71,69,2019-07-04,2
464,324,11,60,79,2019-09-14,3
465,191,10,66,64,2019-12-04,3
466,125,9,41,74,2019-07-25,1
467,327,4,61,56,2019-11-15,6
468,225,13,60,66,2019-07-06,4
469,244,12,70,72,2019-08-01,3
470,449,7,66,78,2019-07-16,2
471,546,8,57,71,2019-09-10,5
472,395,8,71,48,2020-01-08,7
473,300,8,65,80,2019-05-15,2
474,250,8,1,72,2019-12-07,1
475,555,8,65,49,2019-07-06,3
476,463,5,69,70,2019-12-09,2
477,493,11,73,77,2019-08-06,3
478,273,6,62,75,2019-12-02,6
479,339,8,5,65,2019-08-29,4
480,384,10,57,44,2019-09-01,2
481,311,7,70,68,2019-06-08,3
482,56,4,59,80,2020-02-24,2
483,324,7,65,68,2019-11-08,2
484,190,11,63,73,2019-07-30,3
485,634,8,72,72,2019-08-13,3
486,283,11,55,80,2019-12-23,6
487,544,8,16,62,2019-10-12,4
488,325,13,66,55,2019-05-30,5
489,123,9,30,74,2019-05-20,2
490,70,13,64,44,2019-05-18,4
491,307,8,57,70,2019-09-04,2
492,389,8,74,63,2020-04-17,3
493,159,9,59,78,2019-11-28,5
494,326,5,60,65,2019-11-04,3
495,626,10,66,68,2019-08-10,1
496,558,3,48,78,2019-06-20,3
497,579,5,61,51,2019-12-21,3
498,502,7,64,69,2019-06-10,4
499,75,9,34,75,2020-01-04,3
500,353,13,61,47,2019-12-05,2
501,238,11,69,70,2020-03-14,2
502,261,6,73,79,2020-01-11,3
503,246,11,65,44,2019-09-14,4
504,53,5,59,73,2019-06-05,1
505,131,10,57,71,2019-08-12,2
506,221,10,69,64,2020-02-19,1
507,246,7,27,77,2020-04-17,4
508,353,9,59,46,2019-11-23,1
509,501,12,69,55,2019-11-27,1
510,566,10,76,79,2019-12-29,2
511,462,13,67,47,2019-07-29,6
512,272,9,64,75,2019-10-12,4
513,135,12,61,76,2019-12-26,1
514,549,13,17,65,2020-01-21,5
515,592,5,24,51,2019-10-23,2
516,207,6,38,58,2019-08-20,1
517,429,8,65,58,2019-06-11,1
518,267,9,37,73,2020-01-28,4
519,198,9,71,55,2019-09-12,2
520,196,8,68,77,2019-07-05,1
521,291,6,66,75,2019-12-15,3
522,397,9,55,72,2019-11-18,3
523,449,7,13,71,2020-02-23,1
524,296,10,67,56,2019-09-04,3
525,137,3,62,73,2019-10-22,3
526,209,12,57,70,2019-11-26,5
527,483,11,66,72,2020-02-15,2
528,72,11,72,75,2019-09-03,1
529,323,11,55,48,2019-07-12,2
530,427,11,56,68,2020-01-22,2
531,437,5,63,66,2019-05-04,3
532,488,7,71,58,2019-11-24,2
533,383,8,72,78,2019-06-06,3
534,192,6,63,78,2019-05-03,6
535,11,7,61,73,2020-02-25,3
536,333,9,69,65,2020-02-26,4
537,293,7,75,77,2020-01-04,2
538,160,8,65,54,2019-11-12,3
539,323,11,58,70,2019-11-24,10
540,32,6,1,50,2020-02-02,3
541,409,12,3,46,2019-05-07,2
542,42,8,67,53,2019-07-01,4
543,639,4,16,78,2019-12-28,4
544,162,8,68,59,2020-01-07,1
545,274,8,66,76,2019-08-18,4
546,16,6,63,77,2019-08-28,1
547,416,8,3,75,2019-08-01,1
548,76,7,55,56,2019-12-14,4
549,418,11,55,64,2019-09-08,4
550,552,8,39,64,2020-02-26,3
551,201,9,65,61,2020-02-28,2
552,152,14,70,75,2019-11-26,2
553,70,8,76,79,2019-10-09,4
554,357,4,18,80,2019-10-23,4
555,473,13,61,44,2019-10-20,1
556,493,10,68,75,2019-12-23,1
557,270,11,71,73,2020-04-17,1
558,474,3,64,76,2019-11-06,3
559,88,11,75,74,2019-10-13,2
560,500,11,60,80,2019-10-29,5
561,408,7,60,72,2019-07-22,4
562,448,3,25,69,2020-03-04,4
563,420,10,60,53,2020-04-11,3
564,539,12,76,73,2019-09-08,3
565,361,5,58,63,2019-10-26,2
566,516,7,66,67,2019-06-18,1
567,288,8,63,70,2019-11-23,4
568,259,10,70,72,2019-05-28,1
569,209,8,61,76,2019-12-05,3
570,456,7,67,67,2020-01-06,4
571,558,12,30,74,2019-11-17,6
572,229,10,68,59,2019-08-24,3
573,438,6,73,71,2019-07-26,6
574,418,5,67,80,2019-07-21,2
575,274,10,40,53,2019-08-16,5
576,248,10,74,46,2019-12-07,2
577,218,8,70,80,2020-01-16,2
578,322,5,56,79,2019-06-06,2
579,327,13,35,67,2020-02-07,3
580,257,8,23,59,2019-11-29,5
581,230,8,35,58,2019-11-16,3
582,343,7,61,55,2019-09-29,6
583,139,8,66,68,2019-05-11,7
584,603,7,58,75,2019-12-20,1
585,307,8,60,65,2019-08-07,4
586,111,11,66,68,2019-08-13,5
587,323,8,58,78,2019-07-26,3
588,217,7,63,50,2019-12-21,3
589,268,12,58,68,2020-01-02,5
590,201,4,59,64,2020-02-18,3
591,314,5,69,71,2020-04-19,2
592,491,14,55,77,2019-12-02,4
593,475,12,66,58,2020-04-02,2
594,165,8,60,77,2019-08-25,1
595,628,10,64,55,2019-08-27,4
596,504,4,71,73,2019-07-09,2
597,55,7,59,75,2019-05-11,5
598,399,11,11,65,2020-03-10,5
599,550,4,3,58,2019-05-31,1
600,248,4,56,62,2019-05-04,1
601,412,10,78,65,2020-01-15,4
602,238,12,69,50,2019-12-26,3
603,612,10,62,77,2019-05-15,4
604,120,11,64,75,2019-05-04,1
605,168,10,66,72,2020-03-22,5
606,226,7,72,73,2019-10-02,4
607,409,10,61,77,2019-06-25,3
608,315,11,57,62,2019-10-20,5
609,638,11,62,59,2019-09-25,4
610,327,9,63,71,2019-12-10,1
611,38,4,72,75,2019-08-15,1
612,492,12,61,76,2019-09-14,4
613,423,9,68,75,2019-08-13,3
614,456,6,72,77,2019-08-27,2
615,21,7,11,76,2019-09-17,2
616,500,11,68,57,2019-09-14,2
617,263,7,75,75,2020-02-05,1
618,453,6,70,48,2019-06-24,4
619,74,10,78,75,2020-04-04,3
620,279,9,64,65,2019-09-22,1
621,273,7,34,74,2019-06-05,2
622,444,5,53,51,2019-08-08,2
623,408,8,64,60,2019-08-14,2
624,196,10,65,75,2020-03-11,3
625,106,11,65,47,2019-06-15,2
626,90,6,69,78,2019-05-22,2
627,270,8,8,79,2019-12-31,1
628,264,7,61,51,2019-12-20,1
629,54,8,59,64,2019-08-16,2
630,253,8,56,72,2019-08-24,3
631,323,9,34,66,2019-09-23,2
632,34,11,75,63,2020-03-10,1
633,70,9,41,78,2019-08-26,6
634,568,12,57,53,2020-01-26,5
635,593,8,69,66,2019-05-20,3
636,193,7,57,75,2019-05-08,3
637,382,12,56,62,2019-11-02,3
638,245,8,67,49,2020-04-27,1
639,340,6,64,79,2019-09-27,1
640,346,7,63,74,2019-12-14,1
641,416,9,71,74,2019-05-03,2
642,549,12,75,80,2020-02-03,1
643,288,7,55,80,2019-10-29,5
644,464,6,39,66,2020-03-06,5
645,325,10,58,66,2019-07-26,3
646,456,7,61,46,2020-04-05,5
647,304,12,69,73,2019-05-21,3
648,160,3,67,79,2019-11-15,5
649,440,9,56,73,2019-12-25,3
650,268,14,57,65,2019-11-11,3
651,406,8,32,66,2019-08-19,2
652,114,12,72,59,2019-09-06,1
653,210,9,22,78,2019-07-21,6
654,297,12,60,45,2020-01-01,4
655,1,8,63,66,2020-02-24,5
656,167,8,73,78,2019-11-28,1
657,242,10,68,78,2019-07-22,3
658,181,7,68,79,2019-06-30,4
659,447,6,71,74,2020-02-02,4
660,134,10,67,79,2019-12-03,3
661,459,5,80,72,2020-04-10,5
662,341,9,77,55,2020-02-16,3
663,450,9,67,80,2019-10-02,6
664,482,8,39,71,2019-12-25,4
665,190,4,20,58,2020-04-22,3
666,483,8,63,44,2019-10-16,1
667,627,10,72,68,2019-07-21,7
668,514,11,61,80,2020-03-17,2
669,418,6,21,68,2019-12-01,6
670,69,8,74,47,2020-01-19,6
671,160,11,34,80,2020-04-11,1
672,245,12,60,66,2019-08-15,2
673,250,9,64,66,2020-01-05,2
674,598,7,53,72,2019-11-22,3
675,340,9,72,59,2019-07-17,1
676,144,7,39,76,2020-04-10,3
677,67,10,64,58,2020-04-30,4
678,262,10,69,67,2019-06-19,5
679,267,4,60,75,2019-10-28,1
680,121,4,62,47,2020-03-07,2
681,600,11,66,72,2019-10-12,4
682,390,5,70,72,2019-12-06,3
683,621,5,69,73,2019-10-03,3
684,417,11,61,45,2019-07-30,1
685,390,8,64,67,2020-02-23,4
686,526,6,66,76,2019-05-05,1
687,263,3,69,74,2020-03-05,2
688,463,8,59,78,2019-07-27,4
689,144,10,62,67,2020-01-31,3
690,486,9,62,68,2019-10-30,4
691,196,4,68,72,2019-05-11,2
692,26,12,73,75,2020-01-15,1
693,16,5,61,78,2020-01-13,3
694,572,10,72,72,2019-11-23,1
695,308,9,59,46,2020-01-10,1
696,206,10,68,68,2020-02-06,2
697,475,8,67,73,2020-03-31,3
698,336,11,19,73,2020-01-29,2
699,476,12,67,46,2019-12-20,3
700,615,11,61,78,2019-06-08,2
701,295,9,71,47,2019-10-25,2
702,70,8,71,61,2019-07-26,4
703,271,10,69,77,2019-06-16,4
704,156,7,74,76,2020-03-29,3
705,29,10,15,59,2020-02-23,5
706,578,13,65,46,2020-02-24,2
707,103,6,70,71,2019-11-16,3
708,379,12,55,79,2019-07-02,5
709,378,9,61,69,2019-09-14,2
710,260,7,69,72,2019-11-26,1
711,274,13,63,74,2020-02-22,6
712,344,9,70,76,2019-07-18,2
713,43,12,9,78,2020-02-28,5
714,202,13,69,55,2019-10-13,1
715,293,8,62,48,2019-05-24,6
716,348,6,8,67,2019-12-31,5
717,217,11,62,45,2019-12-08,1
718,321,14,75,75,2020-02-01,1
719,415,13,70,48,2019-07-10,4
720,194,10,66,78,2019-08-12,4
721,221,7,65,77,2019-05-23,1
722,548,10,61,73,2019-07-31,4
723,416,7,63,65,2019-10-19,3
724,403,9,23,72,2020-02-21,3
725,396,10,69,60,2019-06-08,2
726,107,8,69,78,2020-02-08,3
727,453,12,62,77,2019-08-08,2
728,292,12,63,75,2019-07-23,1
729,269,8,46,69,2020-02-24,6
730,454,6,62,56,2019-07-24,2
731,1,9,73,72,2019-08-02,2
732,409,12,59,77,2019-08-18,5
733,346,12,58,65,2019-10-18,7
734,109,9,62,62,2019-08-05,4
